#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Host Connected,Button Down,Button Up,End of File
3765,07/25/2022 12:45:00,26.70,-53.03,7.80,,,,
3766,07/25/2022 13:00:00,26.84,-52.05,7.78,,,,
3767,07/25/2022 13:15:00,26.79,-52.33,7.78,,,,
3768,07/25/2022 13:30:00,26.74,-54.42,7.82,,,,
3769,07/25/2022 13:45:00,26.74,-52.81,7.79,,,,
3770,07/25/2022 14:00:00,26.70,-52.80,7.79,,,,
3771,07/25/2022 14:15:00,26.62,-52.50,7.79,,,,
3772,07/25/2022 14:30:00,26.65,-52.55,7.79,,,,
3773,07/25/2022 14:45:00,26.57,-53.70,7.81,,,,
3774,07/25/2022 15:00:00,26.50,-53.41,7.80,,,,
3775,07/25/2022 15:15:00,26.55,-53.92,7.81,,,,
3776,07/25/2022 15:30:00,26.72,-54.03,7.81,,,,
3777,07/25/2022 15:45:00,26.87,-55.28,7.84,,,,
3778,07/25/2022 16:00:00,26.96,-56.36,7.85,,,,
3779,07/25/2022 16:15:00,26.92,-53.97,7.81,,,,
3780,07/25/2022 16:30:00,26.87,-52.88,7.79,,,,
3781,07/25/2022 16:45:00,26.96,-52.13,7.78,,,,
3782,07/25/2022 17:00:00,26.99,-56.50,7.86,,,,
3783,07/25/2022 17:15:00,26.96,-58.53,7.89,,,,
3784,07/25/2022 17:30:00,26.45,-60.42,7.93,,,,
3785,07/25/2022 17:45:00,26.06,-59.19,7.91,,,,
3786,07/25/2022 18:00:00,25.99,-58.47,7.89,,,,
3787,07/25/2022 18:15:00,25.96,-57.72,7.88,,,,
3788,07/25/2022 18:30:00,25.87,-57.36,7.87,,,,
3789,07/25/2022 18:45:00,25.82,-57.06,7.87,,,,
3790,07/25/2022 19:00:00,25.74,-57.03,7.87,,,,
3791,07/25/2022 19:15:00,25.79,-56.75,7.86,,,,
3792,07/25/2022 19:30:00,25.74,-56.63,7.86,,,,
3793,07/25/2022 19:45:00,25.67,-55.80,7.85,,,,
3794,07/25/2022 20:00:00,25.65,-54.95,7.83,,,,
3795,07/25/2022 20:15:00,25.65,-54.24,7.82,,,,
3796,07/25/2022 20:30:00,25.57,-51.78,7.78,,,,
3797,07/25/2022 20:45:00,25.57,-48.74,7.73,,,,
3798,07/25/2022 21:00:00,25.50,-43.83,7.64,,,,
3799,07/25/2022 21:15:00,25.48,-40.53,7.58,,,,
3800,07/25/2022 21:30:00,25.53,-39.53,7.56,,,,
3801,07/25/2022 21:45:00,25.55,-45.19,7.66,,,,
3802,07/25/2022 22:00:00,25.62,-42.14,7.61,,,,
3803,07/25/2022 22:15:00,25.62,-45.16,7.66,,,,
3804,07/25/2022 22:30:00,25.43,-44.78,7.66,,,,
3805,07/25/2022 22:45:00,25.26,-49.60,7.74,,,,
3806,07/25/2022 23:00:00,25.16,-49.58,7.74,,,,
3807,07/25/2022 23:15:00,25.14,-49.41,7.74,,,,
3808,07/25/2022 23:30:00,25.06,-43.69,7.64,,,,
3809,07/25/2022 23:45:00,25.02,-35.63,7.50,,,,
3810,07/26/2022 00:00:00,25.02,-35.31,7.49,,,,
3811,07/26/2022 00:15:00,25.14,-41.58,7.60,,,,
3812,07/26/2022 00:30:00,25.33,-40.19,7.58,,,,
3813,07/26/2022 00:45:00,25.36,-42.81,7.62,,,,
3814,07/26/2022 01:00:00,25.36,-50.75,7.76,,,,
3815,07/26/2022 01:15:00,25.26,-48.03,7.71,,,,
3816,07/26/2022 01:30:00,25.36,-49.92,7.75,,,,
3817,07/26/2022 01:45:00,25.43,-51.72,7.78,,,,
3818,07/26/2022 02:00:00,25.48,-52.63,7.79,,,,
3819,07/26/2022 02:15:00,25.53,-51.08,7.77,,,,
3820,07/26/2022 02:30:00,25.62,-50.61,7.76,,,,
3821,07/26/2022 02:45:00,25.74,-50.16,7.75,,,,
3822,07/26/2022 03:00:00,25.89,-47.83,7.71,,,,
3823,07/26/2022 03:15:00,26.04,-47.14,7.70,,,,
3824,07/26/2022 03:30:00,26.18,-46.89,7.69,,,,
3825,07/26/2022 03:45:00,26.30,-46.36,7.68,,,,
3826,07/26/2022 04:00:00,26.43,-45.94,7.67,,,,
3827,07/26/2022 04:15:00,26.35,-44.97,7.66,,,,
3828,07/26/2022 04:30:00,26.40,-43.27,7.63,,,,
3829,07/26/2022 04:45:00,26.50,-37.97,7.54,,,,
3830,07/26/2022 05:00:00,26.50,-37.27,7.52,,,,
3831,07/26/2022 05:15:00,26.55,-36.38,7.51,,,,
3832,07/26/2022 05:30:00,26.52,-32.95,7.45,,,,
3833,07/26/2022 05:45:00,26.30,-34.17,7.47,,,,
3834,07/26/2022 06:00:00,26.30,-40.63,7.58,,,,
3835,07/26/2022 06:15:00,26.01,-44.81,7.66,,,,
3836,07/26/2022 06:30:00,25.43,-45.14,7.66,,,,
3837,07/26/2022 06:45:00,25.21,-43.69,7.64,,,,
3838,07/26/2022 07:00:00,25.14,-46.20,7.68,,,,
3839,07/26/2022 07:15:00,25.06,-46.31,7.68,,,,
3840,07/26/2022 07:30:00,25.02,-45.52,7.67,,,,
3841,07/26/2022 07:45:00,24.99,-46.33,7.68,,,,
3842,07/26/2022 08:00:00,24.97,-48.81,7.73,,,,
3843,07/26/2022 08:15:00,24.92,-49.17,7.73,,,,
3844,07/26/2022 08:30:00,24.92,-47.47,7.70,,,,
3845,07/26/2022 08:45:00,24.94,-47.16,7.70,,,,
3846,07/26/2022 09:00:00,24.99,-46.53,7.69,,,,
3847,07/26/2022 09:15:00,25.02,-47.19,7.70,,,,
3848,07/26/2022 09:30:00,25.14,-44.08,7.64,,,,
3849,07/26/2022 09:45:00,25.21,-43.80,7.64,,,,
3850,07/26/2022 10:00:00,25.38,-49.14,7.73,,,,
3851,07/26/2022 10:15:00,25.26,-52.20,7.79,,,,
3852,07/26/2022 10:30:00,25.33,-53.50,7.81,,,,
3853,07/26/2022 10:45:00,25.36,-55.38,7.84,,,,
3854,07/26/2022 11:00:00,25.40,-55.80,7.85,,,,
3855,07/26/2022 11:15:00,25.43,-55.77,7.85,,,,
3856,07/26/2022 11:30:00,25.48,-55.77,7.85,,,,
3857,07/26/2022 11:45:00,25.53,-55.44,7.84,,,,
3858,07/26/2022 12:00:00,25.60,-54.60,7.83,,,,
3859,07/26/2022 12:15:00,25.60,-53.53,7.81,,,,
3860,07/26/2022 12:30:00,25.74,-51.72,7.78,,,,
3861,07/26/2022 12:45:00,25.77,-49.31,7.73,,,,
3862,07/26/2022 13:00:00,25.82,-43.89,7.64,,,,
3863,07/26/2022 13:15:00,25.89,-41.35,7.60,,,,
3864,07/26/2022 13:30:00,25.99,-38.66,7.55,,,,
3865,07/26/2022 13:45:00,26.04,-46.27,7.68,,,,
3866,07/26/2022 14:00:00,26.04,-44.39,7.65,,,,
3867,07/26/2022 14:15:00,26.04,-44.31,7.65,,,,
3868,07/26/2022 14:30:00,26.04,-45.53,7.67,,,,
3869,07/26/2022 14:45:00,26.04,-42.33,7.61,,,,
3870,07/26/2022 15:00:00,26.06,-41.39,7.60,,,,
3871,07/26/2022 15:15:00,26.06,-45.78,7.67,,,,
3872,07/26/2022 15:30:00,26.08,-42.78,7.62,,,,
3873,07/26/2022 15:45:00,26.01,-44.08,7.64,,,,
3874,07/26/2022 16:00:00,25.96,-46.97,7.69,,,,
3875,07/26/2022 16:15:00,26.01,-46.95,7.69,,,,
3876,07/26/2022 16:30:00,26.08,-47.31,7.70,,,,
3877,07/26/2022 16:45:00,26.06,-48.67,7.72,,,,
3878,07/26/2022 17:00:00,26.16,-53.55,7.81,,,,
3879,07/26/2022 17:15:00,26.16,-51.11,7.77,,,,
3880,07/26/2022 17:30:00,26.13,-49.22,7.73,,,,
3881,07/26/2022 17:45:00,26.06,-55.89,7.85,,,,
3882,07/26/2022 18:00:00,25.89,-56.31,7.86,,,,
3883,07/26/2022 18:15:00,25.21,-58.31,7.89,,,,
3884,07/26/2022 18:30:00,24.97,-56.77,7.87,,,,
3885,07/26/2022 18:45:00,24.94,-58.13,7.89,,,,
3886,07/26/2022 19:00:00,24.90,-57.42,7.88,,,,
3887,07/26/2022 19:15:00,24.87,-58.36,7.90,,,,
3888,07/26/2022 19:30:00,24.82,-58.14,7.89,,,,
3889,07/26/2022 19:45:00,24.82,-57.85,7.89,,,,
3890,07/26/2022 20:00:00,24.82,-57.67,7.88,,,,
3891,07/26/2022 20:15:00,24.80,-57.75,7.88,,,,
3892,07/26/2022 20:30:00,24.80,-57.05,7.87,,,,
3893,07/26/2022 20:45:00,24.77,-56.64,7.87,,,,
3894,07/26/2022 21:00:00,24.75,-55.35,7.84,,,,
3895,07/26/2022 21:15:00,24.73,-53.39,7.81,,,,
3896,07/26/2022 21:30:00,24.73,-53.77,7.82,,,,
3897,07/26/2022 21:45:00,24.73,-54.47,7.83,,,,
3898,07/26/2022 22:00:00,24.73,-50.91,7.77,,,,
3899,07/26/2022 22:15:00,24.70,-46.92,7.70,,,,
3900,07/26/2022 22:30:00,24.70,-47.91,7.71,,,,
3901,07/26/2022 22:45:00,24.70,-48.05,7.72,,,,
3902,07/26/2022 23:00:00,24.68,-52.94,7.80,,,,
3903,07/26/2022 23:15:00,24.68,-55.31,7.84,,,,
3904,07/26/2022 23:30:00,24.63,-55.85,7.85,,,,
3905,07/26/2022 23:45:00,24.60,-55.66,7.85,,,,
3906,07/27/2022 00:00:00,24.60,-56.27,7.86,,,,
3907,07/27/2022 00:15:00,24.56,-55.75,7.85,,,,
3908,07/27/2022 00:30:00,24.53,-54.24,7.82,,,,
3909,07/27/2022 00:45:00,24.51,-46.95,7.70,,,,
3910,07/27/2022 01:00:00,24.56,-40.33,7.58,,,,
3911,07/27/2022 01:15:00,24.58,-44.45,7.65,,,,
3912,07/27/2022 01:30:00,24.56,-44.77,7.66,,,,
3913,07/27/2022 01:45:00,24.46,-44.31,7.65,,,,
3914,07/27/2022 02:00:00,24.44,-46.39,7.69,,,,
3915,07/27/2022 02:15:00,24.46,-45.16,7.67,,,,
3916,07/27/2022 02:30:00,24.44,-43.80,7.64,,,,
3917,07/27/2022 02:45:00,24.39,-44.06,7.65,,,,
3918,07/27/2022 03:00:00,24.41,-48.95,7.73,,,,
3919,07/27/2022 03:15:00,24.44,-50.74,7.76,,,,
3920,07/27/2022 03:30:00,24.46,-50.77,7.76,,,,
3921,07/27/2022 03:45:00,24.58,-51.31,7.77,,,,
3922,07/27/2022 04:00:00,24.68,-51.41,7.77,,,,
3923,07/27/2022 04:15:00,24.80,-51.19,7.77,,,,
3924,07/27/2022 04:30:00,24.85,-50.94,7.77,,,,
3925,07/27/2022 04:45:00,24.90,-50.03,7.75,,,,
3926,07/27/2022 05:00:00,24.97,-50.06,7.75,,,,
3927,07/27/2022 05:15:00,24.99,-47.17,7.70,,,,
3928,07/27/2022 05:30:00,25.04,-44.55,7.65,,,,
3929,07/27/2022 05:45:00,25.09,-45.11,7.66,,,,
3930,07/27/2022 06:00:00,25.11,-42.39,7.62,,,,
3931,07/27/2022 06:15:00,25.14,-40.67,7.59,,,,
3932,07/27/2022 06:30:00,25.11,-42.24,7.61,,,,
3933,07/27/2022 06:45:00,25.02,-48.60,7.72,,,,
3934,07/27/2022 07:00:00,24.97,-49.97,7.75,,,,
3935,07/27/2022 07:15:00,24.56,-53.27,7.81,,,,
3936,07/27/2022 07:30:00,24.51,-53.97,7.82,,,,
3937,07/27/2022 07:45:00,24.48,-54.00,7.82,,,,
3938,07/27/2022 08:00:00,24.46,-54.27,7.82,,,,
3939,07/27/2022 08:15:00,24.44,-54.35,7.83,,,,
3940,07/27/2022 08:30:00,24.41,-54.31,7.83,,,,
3941,07/27/2022 08:45:00,24.46,-54.42,7.83,,,,
3942,07/27/2022 09:00:00,24.48,-54.41,7.83,,,,
3943,07/27/2022 09:15:00,24.53,-54.25,7.82,,,,
3944,07/27/2022 09:30:00,24.56,-52.78,7.80,,,,
3945,07/27/2022 09:45:00,24.60,-51.94,7.78,,,,
3946,07/27/2022 10:00:00,24.65,-49.89,7.75,,,,
3947,07/27/2022 10:15:00,24.77,-46.69,7.69,,,,
3948,07/27/2022 10:30:00,24.87,-44.38,7.65,,,,
3949,07/27/2022 10:45:00,25.11,-41.78,7.60,,,,
3950,07/27/2022 11:00:00,25.33,-41.75,7.60,,,,
3951,07/27/2022 11:15:00,25.38,-49.27,7.73,,,,
3952,07/27/2022 11:30:00,25.11,-53.70,7.81,,,,
3953,07/27/2022 11:45:00,25.16,-59.19,7.91,,,,
3954,07/27/2022 12:00:00,25.09,-59.20,7.91,,,,
3955,07/27/2022 12:15:00,25.11,-59.14,7.91,,,,
3956,07/27/2022 12:30:00,25.06,-59.00,7.91,,,,
3957,07/27/2022 12:45:00,25.14,-59.33,7.91,,,,
3958,07/27/2022 13:00:00,25.16,-58.77,7.90,,,,
3959,07/27/2022 13:15:00,25.26,-58.41,7.89,,,,
3960,07/27/2022 13:30:00,25.36,-55.02,7.84,,,,
3961,07/27/2022 13:45:00,25.45,-49.75,7.74,,,,
3962,07/27/2022 14:00:00,25.60,-48.30,7.72,,,,
3963,07/27/2022 14:15:00,25.77,-45.33,7.67,,,,
3964,07/27/2022 14:30:00,25.99,-48.41,7.72,,,,
3965,07/27/2022 14:45:00,26.08,-48.20,7.71,,,,
3966,07/27/2022 15:00:00,26.18,-48.83,7.73,,,,
3967,07/27/2022 15:15:00,26.16,-51.14,7.77,,,,
3968,07/27/2022 15:30:00,26.26,-52.77,7.79,,,,
3969,07/27/2022 15:45:00,26.38,-52.58,7.79,,,,
3970,07/27/2022 16:00:00,26.52,-55.38,7.84,,,,
3971,07/27/2022 16:15:00,26.33,-53.47,7.81,,,,
3972,07/27/2022 16:30:00,26.28,-54.72,7.83,,,,
3973,07/27/2022 16:45:00,26.26,-54.39,7.82,,,,
3974,07/27/2022 17:00:00,26.28,-54.74,7.83,,,,
3975,07/27/2022 17:15:00,26.28,-57.55,7.88,,,,
3976,07/27/2022 17:30:00,26.35,-57.19,7.87,,,,
3977,07/27/2022 17:45:00,26.33,-58.27,7.89,,,,
3978,07/27/2022 18:00:00,26.30,-58.95,7.90,,,,
3979,07/27/2022 18:15:00,26.28,-59.86,7.92,,,,
3980,07/27/2022 18:30:00,25.96,-60.30,7.93,,,,
3981,07/27/2022 18:45:00,25.48,-61.05,7.94,,,,
3982,07/27/2022 19:00:00,25.21,-60.47,7.93,,,,
3983,07/27/2022 19:15:00,25.06,-59.56,7.92,,,,
3984,07/27/2022 19:30:00,24.92,-59.05,7.91,,,,
3985,07/27/2022 19:45:00,24.92,-59.08,7.91,,,,
3986,07/27/2022 20:00:00,24.90,-59.20,7.91,,,,
3987,07/27/2022 20:15:00,24.92,-59.55,7.92,,,,
3988,07/27/2022 20:30:00,24.92,-59.45,7.91,,,,
3989,07/27/2022 20:45:00,24.90,-58.86,7.90,,,,
3990,07/27/2022 21:00:00,24.90,-58.44,7.90,,,,
3991,07/27/2022 21:15:00,24.90,-57.83,7.89,,,,
3992,07/27/2022 21:30:00,24.87,-55.94,7.85,,,,
3993,07/27/2022 21:45:00,24.87,-55.53,7.85,,,,
3994,07/27/2022 22:00:00,24.85,-55.13,7.84,,,,
3995,07/27/2022 22:15:00,24.82,-53.28,7.81,,,,
3996,07/27/2022 22:30:00,24.82,-52.88,7.80,,,,
3997,07/27/2022 22:45:00,24.80,-51.14,7.77,,,,
3998,07/27/2022 23:00:00,24.77,-48.33,7.72,,,,
3999,07/27/2022 23:15:00,24.77,-48.64,7.73,,,,
4000,07/27/2022 23:30:00,24.75,-49.52,7.74,,,,
4001,07/27/2022 23:45:00,24.73,-57.10,7.87,,,,
4002,07/28/2022 00:00:00,24.68,-57.25,7.88,,,,
4003,07/28/2022 00:15:00,24.65,-58.16,7.89,,,,
4004,07/28/2022 00:30:00,24.65,-57.83,7.89,,,,
4005,07/28/2022 00:45:00,24.65,-56.78,7.87,,,,
4006,07/28/2022 01:00:00,24.65,-55.16,7.84,,,,
4007,07/28/2022 01:15:00,24.68,-49.66,7.74,,,,
4008,07/28/2022 01:30:00,24.65,-46.41,7.69,,,,
4009,07/28/2022 01:45:00,24.60,-46.72,7.69,,,,
4010,07/28/2022 02:00:00,24.58,-48.41,7.72,,,,
4011,07/28/2022 02:15:00,24.53,-48.11,7.72,,,,
4012,07/28/2022 02:30:00,24.51,-49.41,7.74,,,,
4013,07/28/2022 02:45:00,24.51,-49.28,7.74,,,,
4014,07/28/2022 03:00:00,24.51,-50.10,7.75,,,,
4015,07/28/2022 03:15:00,24.48,-49.13,7.73,,,,
4016,07/28/2022 03:30:00,24.48,-49.19,7.74,,,,
4017,07/28/2022 03:45:00,24.51,-48.97,7.73,,,,
4018,07/28/2022 04:00:00,24.56,-48.05,7.72,,,,
4019,07/28/2022 04:15:00,24.58,-46.35,7.69,,,,
4020,07/28/2022 04:30:00,24.65,-47.27,7.70,,,,
4021,07/28/2022 04:45:00,24.68,-47.03,7.70,,,,
4022,07/28/2022 05:00:00,24.73,-45.27,7.67,,,,
4023,07/28/2022 05:15:00,24.77,-46.10,7.68,,,,
4024,07/28/2022 05:30:00,24.87,-44.17,7.65,,,,
4025,07/28/2022 05:45:00,24.97,-42.64,7.62,,,,
4026,07/28/2022 06:00:00,25.04,-42.49,7.62,,,,
4027,07/28/2022 06:15:00,25.09,-44.74,7.66,,,,
4028,07/28/2022 06:30:00,25.11,-48.85,7.73,,,,
4029,07/28/2022 06:45:00,25.14,-46.45,7.69,,,,
4030,07/28/2022 07:00:00,25.23,-45.52,7.67,,,,
4031,07/28/2022 07:15:00,25.16,-49.52,7.74,,,,
4032,07/28/2022 07:30:00,25.06,-51.27,7.77,,,,
4033,07/28/2022 07:45:00,24.75,-54.95,7.84,,,,
4034,07/28/2022 08:00:00,24.68,-55.94,7.85,,,,
4035,07/28/2022 08:15:00,24.68,-56.61,7.87,,,,
4036,07/28/2022 08:30:00,24.65,-56.74,7.87,,,,
4037,07/28/2022 08:45:00,24.65,-56.55,7.86,,,,
4038,07/28/2022 09:00:00,24.63,-56.58,7.86,,,,
4039,07/28/2022 09:15:00,24.65,-56.22,7.86,,,,
4040,07/28/2022 09:30:00,24.65,-55.95,7.85,,,,
4041,07/28/2022 09:45:00,24.68,-55.56,7.85,,,,
4042,07/28/2022 10:00:00,24.73,-55.81,7.85,,,,
4043,07/28/2022 10:15:00,24.75,-54.88,7.83,,,,
4044,07/28/2022 10:30:00,24.82,-51.74,7.78,,,,
4045,07/28/2022 10:45:00,24.92,-49.30,7.74,,,,
4046,07/28/2022 11:00:00,25.11,-47.85,7.71,,,,
4047,07/28/2022 11:15:00,25.26,-45.16,7.66,,,,
4048,07/28/2022 11:30:00,25.57,-47.31,7.70,,,,
4049,07/28/2022 11:45:00,25.87,-50.06,7.75,,,,
4050,07/28/2022 12:00:00,25.99,-50.35,7.75,,,,
4051,07/28/2022 12:15:00,25.91,-48.89,7.73,,,,
4052,07/28/2022 12:30:00,25.72,-49.47,7.74,,,,
4053,07/28/2022 12:45:00,25.55,-53.75,7.81,,,,
4054,07/28/2022 13:00:00,25.53,-59.08,7.91,,,,
4055,07/28/2022 13:15:00,25.60,-60.95,7.94,,,,
4056,07/28/2022 13:30:00,25.67,-61.20,7.94,,,,
4057,07/28/2022 13:45:00,25.65,-59.77,7.92,,,,
4058,07/28/2022 14:00:00,25.72,-58.66,7.90,,,,
4059,07/28/2022 14:15:00,25.79,-56.39,7.86,,,,
4060,07/28/2022 14:30:00,25.84,-52.30,7.79,,,,
4061,07/28/2022 14:45:00,25.99,-51.52,7.77,,,,
4062,07/28/2022 15:00:00,26.26,-53.11,7.80,,,,
4063,07/28/2022 15:15:00,26.43,-53.67,7.81,,,,
4064,07/28/2022 15:30:00,26.50,-54.02,7.81,,,,
4065,07/28/2022 15:45:00,26.52,-52.75,7.79,,,,
4066,07/28/2022 16:00:00,26.57,-52.85,7.79,,,,
4067,07/28/2022 16:15:00,26.67,-54.89,7.83,,,,
4068,07/28/2022 16:30:00,26.67,-54.42,7.82,,,,
4069,07/28/2022 16:45:00,26.67,-55.20,7.83,,,,
4070,07/28/2022 17:00:00,26.57,-55.11,7.83,,,,
4071,07/28/2022 17:15:00,26.52,-55.31,7.84,,,,
4072,07/28/2022 17:30:00,26.55,-55.95,7.85,,,,
4073,07/28/2022 17:45:00,26.52,-54.33,7.82,,,,
4074,07/28/2022 18:00:00,26.55,-55.10,7.83,,,,
4075,07/28/2022 18:15:00,26.50,-57.06,7.87,,,,
4076,07/28/2022 18:30:00,26.40,-58.31,7.89,,,,
4077,07/28/2022 18:45:00,26.33,-53.17,7.80,,,,
4078,07/28/2022 19:00:00,26.33,-55.61,7.84,,,,
4079,07/28/2022 19:15:00,26.45,-57.83,7.88,,,,
4080,07/28/2022 19:30:00,26.08,-59.69,7.91,,,,
4081,07/28/2022 19:45:00,25.65,-59.83,7.92,,,,
4082,07/28/2022 20:00:00,25.48,-59.33,7.91,,,,
4083,07/28/2022 20:15:00,25.36,-58.52,7.90,,,,
4084,07/28/2022 20:30:00,25.28,-58.61,7.90,,,,
4085,07/28/2022 20:45:00,25.21,-57.86,7.89,,,,
4086,07/28/2022 21:00:00,25.26,-57.92,7.89,,,,
4087,07/28/2022 21:15:00,25.23,-57.78,7.88,,,,
4088,07/28/2022 21:30:00,25.23,-57.55,7.88,,,,
4089,07/28/2022 21:45:00,25.23,-57.19,7.87,,,,
4090,07/28/2022 22:00:00,25.23,-57.22,7.87,,,,
4091,07/28/2022 22:15:00,25.31,-56.75,7.87,,,,
4092,07/28/2022 22:30:00,25.31,-54.97,7.83,,,,
4093,07/28/2022 22:45:00,25.31,-53.22,7.80,,,,
4094,07/28/2022 23:00:00,25.31,-51.44,7.77,,,,
4095,07/28/2022 23:15:00,25.33,-46.53,7.69,,,,
4096,07/28/2022 23:30:00,25.36,-42.25,7.61,,,,
4097,07/28/2022 23:45:00,25.36,-38.66,7.55,,,,
4098,07/29/2022 00:00:00,25.36,-37.30,7.53,,,,
4099,07/29/2022 00:15:00,25.31,-42.55,7.62,,,,
4100,07/29/2022 00:30:00,25.33,-44.85,7.66,,,,
4101,07/29/2022 00:45:00,25.28,-50.95,7.76,,,,
4102,07/29/2022 01:00:00,25.26,-53.86,7.82,,,,
4103,07/29/2022 01:15:00,25.23,-52.66,7.79,,,,
4104,07/29/2022 01:30:00,25.21,-51.05,7.77,,,,
4105,07/29/2022 01:45:00,25.21,-44.06,7.64,,,,
4106,07/29/2022 02:00:00,25.26,-40.66,7.58,,,,
4107,07/29/2022 02:15:00,25.23,-40.84,7.59,,,,
4108,07/29/2022 02:30:00,25.16,-44.75,7.66,,,,
4109,07/29/2022 02:45:00,25.14,-52.24,7.79,,,,
4110,07/29/2022 03:00:00,25.14,-53.44,7.81,,,,
4111,07/29/2022 03:15:00,25.16,-51.38,7.77,,,,
4112,07/29/2022 03:30:00,25.19,-49.88,7.75,,,,
4113,07/29/2022 03:45:00,25.21,-49.95,7.75,,,,
4114,07/29/2022 04:00:00,25.19,-50.19,7.75,,,,
4115,07/29/2022 04:15:00,25.16,-50.22,7.75,,,,
4116,07/29/2022 04:30:00,25.14,-49.45,7.74,,,,
4117,07/29/2022 04:45:00,25.19,-49.69,7.74,,,,
4118,07/29/2022 05:00:00,25.28,-51.08,7.77,,,,
4119,07/29/2022 05:15:00,25.36,-52.20,7.79,,,,
4120,07/29/2022 05:30:00,25.45,-52.24,7.79,,,,
4121,07/29/2022 05:45:00,25.55,-52.38,7.79,,,,
4122,07/29/2022 06:00:00,25.67,-52.66,7.79,,,,
4123,07/29/2022 06:15:00,25.79,-51.50,7.77,,,,
4124,07/29/2022 06:30:00,25.84,-50.50,7.76,,,,
4125,07/29/2022 06:45:00,25.91,-49.99,7.75,,,,
4126,07/29/2022 07:00:00,25.91,-48.41,7.72,,,,
4127,07/29/2022 07:15:00,25.96,-47.19,7.70,,,,
4128,07/29/2022 07:30:00,25.96,-40.84,7.59,,,,
4129,07/29/2022 07:45:00,26.04,-41.31,7.59,,,,
4130,07/29/2022 08:00:00,26.13,-45.28,7.66,,,,
4131,07/29/2022 08:15:00,25.62,-52.30,7.79,,,,
4132,07/29/2022 08:30:00,25.40,-53.88,7.82,,,,
4133,07/29/2022 08:45:00,25.40,-54.49,7.83,,,,
4134,07/29/2022 09:00:00,25.40,-55.11,7.84,,,,
4135,07/29/2022 09:15:00,25.40,-54.81,7.83,,,,
4136,07/29/2022 09:30:00,25.38,-55.30,7.84,,,,
4137,07/29/2022 09:45:00,25.40,-55.53,7.84,,,,
4138,07/29/2022 10:00:00,25.43,-55.67,7.85,,,,
4139,07/29/2022 10:15:00,25.45,-54.60,7.83,,,,
4140,07/29/2022 10:30:00,25.55,-52.42,7.79,,,,
4141,07/29/2022 10:45:00,25.57,-50.60,7.76,,,,
4142,07/29/2022 11:00:00,25.65,-47.74,7.71,,,,
4143,07/29/2022 11:15:00,25.79,-47.72,7.71,,,,
4144,07/29/2022 11:30:00,26.04,-46.03,7.68,,,,
4145,07/29/2022 11:45:00,26.21,-44.66,7.65,,,,
4146,07/29/2022 12:00:00,26.30,-41.03,7.59,,,,
4147,07/29/2022 12:15:00,26.40,-45.67,7.67,,,,
4148,07/29/2022 12:30:00,26.52,-47.25,7.70,,,,
4149,07/29/2022 12:45:00,26.52,-48.19,7.71,,,,
4150,07/29/2022 13:00:00,26.40,-49.99,7.74,,,,
4151,07/29/2022 13:15:00,26.33,-55.81,7.85,,,,
4152,07/29/2022 13:30:00,26.28,-57.94,7.88,,,,
4153,07/29/2022 13:45:00,26.26,-57.56,7.88,,,,
4154,07/29/2022 14:00:00,26.18,-57.25,7.87,,,,
4155,07/29/2022 14:15:00,26.21,-55.99,7.85,,,,
4156,07/29/2022 14:30:00,26.18,-56.16,7.85,,,,
4157,07/29/2022 14:45:00,26.26,-54.38,7.82,,,,
4158,07/29/2022 15:00:00,26.35,-50.83,7.76,,,,
4159,07/29/2022 15:15:00,26.50,-50.38,7.75,,,,
4160,07/29/2022 15:30:00,26.82,-52.00,7.78,,,,
4161,07/29/2022 15:45:00,26.96,-48.77,7.72,,,,
4162,07/29/2022 16:00:00,27.01,-43.13,7.62,,,,
4163,07/29/2022 16:15:00,27.09,-50.66,7.75,,,,
4164,07/29/2022 16:30:00,27.11,-45.42,7.66,,,,
4165,07/29/2022 16:45:00,26.96,-48.36,7.72,,,,
4166,07/29/2022 17:00:00,26.87,-48.85,7.72,,,,
4167,07/29/2022 17:15:00,26.74,-45.31,7.66,,,,
4168,07/29/2022 17:30:00,26.67,-44.45,7.65,,,,
4169,07/29/2022 17:45:00,26.65,-49.16,7.73,,,,
4170,07/29/2022 18:00:00,26.72,-46.13,7.68,,,,
4171,07/29/2022 18:15:00,26.70,-44.19,7.64,,,,
4172,07/29/2022 18:30:00,26.79,-46.92,7.69,,,,
4173,07/29/2022 18:45:00,26.99,-49.56,7.74,,,,
4174,07/29/2022 19:00:00,27.09,-49.78,7.74,,,,
4175,07/29/2022 19:15:00,27.11,-50.20,7.75,,,,
4176,07/29/2022 19:30:00,27.06,-46.06,7.68,,,,
4177,07/29/2022 19:45:00,26.96,-51.31,7.77,,,,
4178,07/29/2022 20:00:00,26.79,-55.35,7.84,,,,
4179,07/29/2022 20:15:00,26.21,-59.45,7.91,,,,
4180,07/29/2022 20:30:00,25.82,-59.61,7.91,,,,
4181,07/29/2022 20:45:00,25.67,-59.33,7.91,,,,
4182,07/29/2022 21:00:00,25.60,-59.35,7.91,,,,
4183,07/29/2022 21:15:00,25.57,-58.05,7.89,,,,
4184,07/29/2022 21:30:00,25.55,-57.49,7.88,,,,
4185,07/29/2022 21:45:00,25.55,-57.10,7.87,,,,
