#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Host Connected,Button Up,Start pH Calibration,Cancel pH Calibration,End of File
5204,10/21/2022 14:20:27,21.53,-15.03,7.02,,,,,,
5205,10/21/2022 14:35:27,21.60,-15.00,7.02,,,,,,
5206,10/21/2022 14:50:27,21.65,-14.98,7.02,,,,,,
5207,10/21/2022 15:05:27,21.70,-14.97,7.01,,,,,,
5208,10/21/2022 15:20:27,21.77,-14.95,7.01,,,,,,
5209,10/21/2022 15:35:27,21.82,-14.95,7.01,,,,,,
5210,10/21/2022 15:50:27,21.87,-14.94,7.01,,,,,,
5211,10/21/2022 16:05:27,21.89,-14.94,7.01,,,,,,
5212,10/21/2022 16:20:27,21.94,-14.92,7.01,,,,,,
5213,10/21/2022 16:35:27,21.99,-14.91,7.01,,,,,,
5214,10/21/2022 16:50:27,22.01,-14.91,7.01,,,,,,
5215,10/21/2022 17:05:27,22.01,-14.91,7.01,,,,,,
5216,10/21/2022 17:20:27,22.01,-14.92,7.01,,,,,,
5217,10/21/2022 17:35:27,21.99,-14.92,7.01,,,,,,
5218,10/21/2022 17:50:27,21.96,-14.91,7.01,,,,,,
5219,10/21/2022 18:05:27,21.94,-14.92,7.01,,,,,,
5220,10/21/2022 18:20:27,21.91,-14.91,7.01,,,,,,
5221,10/21/2022 18:35:27,21.89,-14.89,7.01,,,,,,
5222,10/21/2022 18:50:27,21.87,-14.91,7.01,,,,,,
5223,10/21/2022 19:05:27,21.84,-14.89,7.01,,,,,,
5224,10/21/2022 19:20:27,21.84,-14.89,7.01,,,,,,
5225,10/21/2022 19:35:27,21.84,-14.89,7.01,,,,,,
5226,10/21/2022 19:50:27,21.82,-14.89,7.01,,,,,,
5227,10/21/2022 20:05:27,21.80,-14.91,7.01,,,,,,
5228,10/21/2022 20:20:27,21.80,-14.91,7.01,,,,,,
5229,10/21/2022 20:35:27,21.77,-14.91,7.01,,,,,,
5230,10/21/2022 20:50:27,21.77,-14.91,7.01,,,,,,
5231,10/21/2022 21:05:27,21.75,-14.91,7.01,,,,,,
5232,10/21/2022 21:20:27,21.75,-14.91,7.01,,,,,,
5233,10/21/2022 21:35:27,21.72,-14.91,7.01,,,,,,
5234,10/21/2022 21:50:27,21.72,-14.89,7.01,,,,,,
5235,10/21/2022 22:05:27,21.68,-14.88,7.01,,,,,,
5236,10/21/2022 22:20:27,21.65,-14.86,7.01,,,,,,
5237,10/21/2022 22:35:27,21.60,-14.86,7.01,,,,,,
5238,10/21/2022 22:50:27,21.58,-14.86,7.01,,,,,,
5239,10/21/2022 23:05:27,21.53,-14.86,7.01,,,,,,
5240,10/21/2022 23:20:27,21.51,-14.86,7.01,,,,,,
5241,10/21/2022 23:35:27,21.49,-14.86,7.01,,,,,,
5242,10/21/2022 23:50:27,21.46,-14.86,7.01,,,,,,
5243,10/22/2022 00:05:27,21.41,-14.86,7.01,,,,,,
5244,10/22/2022 00:20:27,21.37,-14.88,7.01,,,,,,
5245,10/22/2022 00:35:27,21.34,-14.88,7.01,,,,,,
5246,10/22/2022 00:50:27,21.29,-14.89,7.01,,,,,,
5247,10/22/2022 01:05:27,21.27,-14.89,7.01,,,,,,
5248,10/22/2022 01:20:27,21.22,-14.91,7.01,,,,,,
5249,10/22/2022 01:35:27,21.20,-14.91,7.01,,,,,,
5250,10/22/2022 01:50:27,21.15,-14.92,7.01,,,,,,
5251,10/22/2022 02:05:27,21.13,-14.94,7.01,,,,,,
5252,10/22/2022 02:20:27,21.08,-14.94,7.01,,,,,,
5253,10/22/2022 02:35:27,21.06,-14.95,7.01,,,,,,
5254,10/22/2022 02:50:27,21.01,-14.97,7.02,,,,,,
5255,10/22/2022 03:05:27,20.96,-14.98,7.02,,,,,,
5256,10/22/2022 03:20:27,20.94,-15.00,7.02,,,,,,
5257,10/22/2022 03:35:27,20.89,-15.02,7.02,,,,,,
5258,10/22/2022 03:50:27,20.84,-15.02,7.02,,,,,,
5259,10/22/2022 04:05:27,20.82,-15.03,7.02,,,,,,
5260,10/22/2022 04:20:27,20.77,-15.05,7.02,,,,,,
5261,10/22/2022 04:35:27,20.72,-15.06,7.02,,,,,,
5262,10/22/2022 04:50:27,20.70,-15.08,7.02,,,,,,
5263,10/22/2022 05:05:27,20.65,-15.09,7.02,,,,,,
5264,10/22/2022 05:20:27,20.60,-15.11,7.02,,,,,,
5265,10/22/2022 05:35:27,20.56,-15.13,7.02,,,,,,
5266,10/22/2022 05:50:27,20.51,-15.14,7.02,,,,,,
5267,10/22/2022 06:05:27,20.48,-15.16,7.02,,,,,,
5268,10/22/2022 06:20:27,20.44,-15.17,7.02,,,,,,
5269,10/22/2022 06:35:27,20.41,-15.19,7.02,,,,,,
5270,10/22/2022 06:50:27,20.36,-15.20,7.02,,,,,,
5271,10/22/2022 07:05:27,20.36,-15.22,7.02,,,,,,
5272,10/22/2022 07:20:27,20.34,-15.23,7.02,,,,,,
5273,10/22/2022 07:35:27,20.32,-15.25,7.02,,,,,,
5274,10/22/2022 07:50:27,20.29,-15.27,7.02,,,,,,
5275,10/22/2022 08:05:27,20.27,-15.28,7.02,,,,,,
5276,10/22/2022 08:20:27,20.25,-15.30,7.02,,,,,,
5277,10/22/2022 08:35:27,20.25,-15.31,7.02,,,,,,
5278,10/22/2022 08:50:27,20.22,-15.34,7.02,,,,,,
5279,10/22/2022 09:05:27,20.22,-15.36,7.02,,,,,,
5280,10/22/2022 09:20:27,20.25,-15.38,7.02,,,,,,
5281,10/22/2022 09:35:27,20.27,-15.39,7.02,,,,,,
5282,10/22/2022 09:50:27,20.32,-15.41,7.02,,,,,,
5283,10/22/2022 10:05:27,20.39,-15.42,7.02,,,,,,
5284,10/22/2022 10:20:27,20.46,-15.44,7.02,,,,,,
5285,10/22/2022 10:35:27,20.53,-15.47,7.02,,,,,,
5286,10/22/2022 10:50:27,20.63,-15.48,7.02,,,,,,
5287,10/22/2022 11:05:27,20.70,-15.52,7.02,,,,,,
5288,10/22/2022 11:20:27,20.79,-15.53,7.03,,,,,,
5289,10/22/2022 11:35:27,20.86,-15.55,7.03,,,,,,
5290,10/22/2022 11:50:27,20.96,-15.56,7.03,,,,,,
5291,10/22/2022 12:05:27,21.03,-15.56,7.03,,,,,,
5292,10/22/2022 12:20:27,21.10,-15.58,7.03,,,,,,
5293,10/22/2022 12:35:27,21.20,-15.58,7.03,,,,,,
5294,10/22/2022 12:50:27,21.27,-15.58,7.03,,,,,,
5295,10/22/2022 13:05:27,21.34,-15.58,7.03,,,,,,
5296,10/22/2022 13:20:27,21.41,-15.56,7.03,,,,,,
5297,10/22/2022 13:35:27,21.49,-15.56,7.03,,,,,,
5298,10/22/2022 13:50:27,21.56,-15.56,7.03,,,,,,
5299,10/22/2022 14:05:27,21.63,-15.56,7.03,,,,,,
5300,10/22/2022 14:20:27,21.70,-15.55,7.03,,,,,,
5301,10/22/2022 14:35:27,21.77,-15.53,7.02,,,,,,
5302,10/22/2022 14:50:27,21.84,-15.52,7.02,,,,,,
5303,10/22/2022 15:05:27,21.91,-15.52,7.02,,,,,,
5304,10/22/2022 15:20:27,21.99,-15.50,7.02,,,,,,
5305,10/22/2022 15:35:27,22.06,-15.48,7.02,,,,,,
5306,10/22/2022 15:50:27,22.11,-15.47,7.02,,,,,,
5307,10/22/2022 16:05:27,22.15,-15.47,7.02,,,,,,
5308,10/22/2022 16:20:27,22.20,-15.45,7.02,,,,,,
5309,10/22/2022 16:35:27,22.23,-15.45,7.02,,,,,,
5310,10/22/2022 16:50:27,22.25,-15.47,7.02,,,,,,
5311,10/22/2022 17:05:27,22.25,-15.45,7.02,,,,,,
5312,10/22/2022 17:20:27,22.25,-15.45,7.02,,,,,,
5313,10/22/2022 17:35:27,22.25,-15.45,7.02,,,,,,
5314,10/22/2022 17:50:27,22.25,-15.47,7.02,,,,,,
5315,10/22/2022 18:05:27,22.23,-15.47,7.02,,,,,,
5316,10/22/2022 18:20:27,22.20,-15.47,7.02,,,,,,
5317,10/22/2022 18:35:27,22.20,-15.47,7.02,,,,,,
5318,10/22/2022 18:50:27,22.18,-15.47,7.02,,,,,,
5319,10/22/2022 19:05:27,22.15,-15.47,7.02,,,,,,
5320,10/22/2022 19:20:27,22.13,-15.45,7.02,,,,,,
5321,10/22/2022 19:35:27,22.11,-15.45,7.02,,,,,,
5322,10/22/2022 19:50:27,22.08,-15.44,7.02,,,,,,
5323,10/22/2022 20:05:27,22.03,-15.42,7.02,,,,,,
5324,10/22/2022 20:20:27,22.01,-15.42,7.02,,,,,,
5325,10/22/2022 20:35:27,21.99,-15.42,7.02,,,,,,
5326,10/22/2022 20:50:27,21.96,-15.42,7.02,,,,,,
5327,10/22/2022 21:05:27,21.91,-15.41,7.02,,,,,,
5328,10/22/2022 21:20:27,21.89,-15.41,7.02,,,,,,
5329,10/22/2022 21:35:27,21.87,-15.39,7.02,,,,,,
5330,10/22/2022 21:50:27,21.82,-15.39,7.02,,,,,,
5331,10/22/2022 22:05:27,21.80,-15.39,7.02,,,,,,
5332,10/22/2022 22:20:27,21.77,-15.39,7.02,,,,,,
5333,10/22/2022 22:35:27,21.75,-15.39,7.02,,,,,,
5334,10/22/2022 22:50:27,21.72,-15.39,7.02,,,,,,
5335,10/22/2022 23:05:27,21.70,-15.39,7.02,,,,,,
5336,10/22/2022 23:20:27,21.68,-15.41,7.02,,,,,,
5337,10/22/2022 23:35:27,21.65,-15.41,7.02,,,,,,
5338,10/22/2022 23:50:27,21.63,-15.41,7.02,,,,,,
5339,10/23/2022 00:05:27,21.60,-15.41,7.02,,,,,,
5340,10/23/2022 00:20:27,21.58,-15.42,7.02,,,,,,
5341,10/23/2022 00:35:27,21.56,-15.42,7.02,,,,,,
5342,10/23/2022 00:50:27,21.53,-15.42,7.02,,,,,,
5343,10/23/2022 01:05:27,21.51,-15.44,7.02,,,,,,
5344,10/23/2022 01:20:27,21.49,-15.44,7.02,,,,,,
5345,10/23/2022 01:35:27,21.46,-15.45,7.02,,,,,,
5346,10/23/2022 01:50:27,21.46,-15.47,7.02,,,,,,
5347,10/23/2022 02:05:27,21.44,-15.48,7.02,,,,,,
5348,10/23/2022 02:20:27,21.41,-15.48,7.02,,,,,,
5349,10/23/2022 02:35:27,21.41,-15.48,7.02,,,,,,
5350,10/23/2022 02:50:27,21.39,-15.50,7.02,,,,,,
5351,10/23/2022 03:05:27,21.37,-15.50,7.02,,,,,,
5352,10/23/2022 03:20:27,21.37,-15.52,7.02,,,,,,
5353,10/23/2022 03:35:27,21.34,-15.52,7.02,,,,,,
5354,10/23/2022 03:50:27,21.32,-15.53,7.03,,,,,,
5355,10/23/2022 04:05:27,21.29,-15.55,7.03,,,,,,
5356,10/23/2022 04:20:27,21.29,-15.55,7.03,,,,,,
5357,10/23/2022 04:35:27,21.27,-15.56,7.03,,,,,,
5358,10/23/2022 04:50:27,21.25,-15.56,7.03,,,,,,
5359,10/23/2022 05:05:27,21.25,-15.58,7.03,,,,,,
5360,10/23/2022 05:20:27,21.22,-15.58,7.03,,,,,,
5361,10/23/2022 05:35:27,21.20,-15.58,7.03,,,,,,
5362,10/23/2022 05:50:27,21.17,-15.59,7.03,,,,,,
5363,10/23/2022 06:05:27,21.17,-15.59,7.03,,,,,,
5364,10/23/2022 06:20:27,21.15,-15.61,7.03,,,,,,
5365,10/23/2022 06:35:27,21.13,-15.61,7.03,,,,,,
5366,10/23/2022 06:50:27,21.13,-15.63,7.03,,,,,,
5367,10/23/2022 07:05:27,21.10,-15.64,7.03,,,,,,
5368,10/23/2022 07:20:27,21.08,-15.64,7.03,,,,,,
5369,10/23/2022 07:35:27,21.08,-15.64,7.03,,,,,,
5370,10/23/2022 07:50:27,21.06,-15.66,7.03,,,,,,
5371,10/23/2022 08:05:27,21.03,-15.67,7.03,,,,,,
5372,10/23/2022 08:20:27,21.03,-15.67,7.03,,,,,,
5373,10/23/2022 08:35:27,21.01,-15.67,7.03,,,,,,
5374,10/23/2022 08:50:27,20.98,-15.70,7.03,,,,,,
5375,10/23/2022 09:05:27,20.98,-15.70,7.03,,,,,,
5376,10/23/2022 09:20:27,20.98,-15.72,7.03,,,,,,
5377,10/23/2022 09:35:27,20.96,-15.73,7.03,,,,,,
5378,10/23/2022 09:50:27,20.96,-15.75,7.03,,,,,,
5379,10/23/2022 10:05:27,20.96,-15.77,7.03,,,,,,
5380,10/23/2022 10:20:27,20.94,-15.78,7.03,,,,,,
5381,10/23/2022 10:35:27,20.94,-15.80,7.03,,,,,,
5382,10/23/2022 10:50:27,20.94,-15.80,7.03,,,,,,
5383,10/23/2022 11:05:27,20.94,-15.81,7.03,,,,,,
5384,10/23/2022 11:20:27,20.94,-15.81,7.03,,,,,,
5385,10/23/2022 11:35:27,20.94,-15.83,7.03,,,,,,
5386,10/23/2022 11:50:27,20.94,-15.84,7.03,,,,,,
5387,10/23/2022 12:05:27,20.94,-15.84,7.03,,,,,,
5388,10/23/2022 12:20:27,20.94,-15.86,7.03,,,,,,
5389,10/23/2022 12:35:27,20.94,-15.88,7.03,,,,,,
5390,10/23/2022 12:50:27,20.94,-15.88,7.03,,,,,,
5391,10/23/2022 13:05:27,20.94,-15.89,7.03,,,,,,
5392,10/23/2022 13:20:27,20.94,-15.89,7.03,,,,,,
5393,10/23/2022 13:35:27,20.94,-15.91,7.03,,,,,,
5394,10/23/2022 13:50:27,20.94,-15.91,7.03,,,,,,
5395,10/23/2022 14:05:27,20.94,-15.92,7.03,,,,,,
5396,10/23/2022 14:20:27,20.94,-15.92,7.03,,,,,,
5397,10/23/2022 14:35:27,20.94,-15.94,7.03,,,,,,
5398,10/23/2022 14:50:27,20.94,-15.95,7.03,,,,,,
5399,10/23/2022 15:05:27,20.91,-15.95,7.03,,,,,,
5400,10/23/2022 15:20:27,20.91,-15.95,7.03,,,,,,
5401,10/23/2022 15:35:27,20.91,-15.95,7.03,,,,,,
5402,10/23/2022 15:50:27,20.89,-15.95,7.03,,,,,,
5403,10/23/2022 16:05:27,20.89,-15.97,7.03,,,,,,
5404,10/23/2022 16:20:27,20.89,-15.97,7.03,,,,,,
5405,10/23/2022 16:35:27,20.89,-15.97,7.03,,,,,,
5406,10/23/2022 16:50:27,20.86,-15.98,7.03,,,,,,
5407,10/23/2022 17:05:27,20.86,-15.98,7.03,,,,,,
5408,10/23/2022 17:20:27,20.86,-15.98,7.03,,,,,,
5409,10/23/2022 17:35:27,20.86,-16.00,7.03,,,,,,
5410,10/23/2022 17:50:27,20.86,-16.00,7.03,,,,,,
5411,10/23/2022 18:05:27,20.84,-16.00,7.03,,,,,,
5412,10/23/2022 18:20:27,20.84,-16.00,7.03,,,,,,
5413,10/23/2022 18:35:27,20.82,-16.00,7.03,,,,,,
5414,10/23/2022 18:50:27,20.79,-16.00,7.03,,,,,,
5415,10/23/2022 19:05:27,20.79,-16.02,7.03,,,,,,
5416,10/23/2022 19:20:27,20.77,-16.00,7.03,,,,,,
5417,10/23/2022 19:35:27,20.77,-16.02,7.03,,,,,,
5418,10/23/2022 19:50:27,20.75,-16.00,7.03,,,,,,
5419,10/23/2022 20:05:27,20.75,-16.00,7.03,,,,,,
5420,10/23/2022 20:20:27,20.72,-16.00,7.03,,,,,,
5421,10/23/2022 20:35:27,20.72,-16.00,7.03,,,,,,
5422,10/23/2022 20:50:27,20.70,-16.00,7.03,,,,,,
5423,10/23/2022 21:05:27,20.70,-16.00,7.03,,,,,,
5424,10/23/2022 21:20:27,20.67,-16.02,7.03,,,,,,
5425,10/23/2022 21:35:27,20.65,-16.02,7.03,,,,,,
5426,10/23/2022 21:50:27,20.65,-16.02,7.03,,,,,,
5427,10/23/2022 22:05:27,20.65,-16.03,7.03,,,,,,
5428,10/23/2022 22:20:27,20.65,-16.03,7.03,,,,,,
5429,10/23/2022 22:35:27,20.63,-16.03,7.03,,,,,,
5430,10/23/2022 22:50:27,20.63,-16.05,7.03,,,,,,
5431,10/23/2022 23:05:27,20.60,-16.05,7.03,,,,,,
5432,10/23/2022 23:20:27,20.60,-16.06,7.03,,,,,,
5433,10/23/2022 23:35:27,20.60,-16.06,7.03,,,,,,
5434,10/23/2022 23:50:27,20.60,-16.06,7.03,,,,,,
5435,10/24/2022 00:05:27,20.60,-16.08,7.03,,,,,,
5436,10/24/2022 00:20:27,20.60,-16.08,7.03,,,,,,
5437,10/24/2022 00:35:27,20.58,-16.09,7.04,,,,,,
5438,10/24/2022 00:50:27,20.58,-16.09,7.04,,,,,,
5439,10/24/2022 01:05:27,20.58,-16.09,7.04,,,,,,
5440,10/24/2022 01:20:27,20.58,-16.11,7.04,,,,,,
5441,10/24/2022 01:35:27,20.58,-16.11,7.04,,,,,,
5442,10/24/2022 01:50:27,20.56,-16.11,7.04,,,,,,
5443,10/24/2022 02:05:27,20.56,-16.13,7.04,,,,,,
5444,10/24/2022 02:20:27,20.56,-16.14,7.04,,,,,,
5445,10/24/2022 02:35:27,20.56,-16.14,7.04,,,,,,
5446,10/24/2022 02:50:27,20.53,-16.14,7.04,,,,,,
5447,10/24/2022 03:05:27,20.53,-16.16,7.04,,,,,,
5448,10/24/2022 03:20:27,20.53,-16.16,7.04,,,,,,
5449,10/24/2022 03:35:27,20.51,-16.16,7.04,,,,,,
5450,10/24/2022 03:50:27,20.51,-16.17,7.04,,,,,,
5451,10/24/2022 04:05:27,20.48,-16.17,7.04,,,,,,
5452,10/24/2022 04:20:27,20.48,-16.19,7.04,,,,,,
5453,10/24/2022 04:35:27,20.48,-16.19,7.04,,,,,,
5454,10/24/2022 04:50:27,20.46,-16.19,7.04,,,,,,
5455,10/24/2022 05:05:27,20.46,-16.20,7.04,,,,,,
5456,10/24/2022 05:20:27,20.46,-16.20,7.04,,,,,,
5457,10/24/2022 05:35:27,20.46,-16.20,7.04,,,,,,
5458,10/24/2022 05:50:27,20.46,-16.20,7.04,,,,,,
5459,10/24/2022 06:05:27,20.46,-16.22,7.04,,,,,,
5460,10/24/2022 06:20:27,20.46,-16.22,7.04,,,,,,
5461,10/24/2022 06:35:27,20.46,-16.22,7.04,,,,,,
5462,10/24/2022 06:50:27,20.46,-16.23,7.04,,,,,,
5463,10/24/2022 07:05:27,20.46,-16.23,7.04,,,,,,
5464,10/24/2022 07:20:27,20.46,-16.23,7.04,,,,,,
5465,10/24/2022 07:35:27,20.46,-16.23,7.04,,,,,,
5466,10/24/2022 07:50:27,20.46,-16.25,7.04,,,,,,
5467,10/24/2022 08:05:27,20.46,-16.25,7.04,,,,,,
5468,10/24/2022 08:20:27,20.46,-16.27,7.04,,,,,,
5469,10/24/2022 08:35:27,20.48,-16.28,7.04,,,,,,
5470,10/24/2022 08:50:27,20.51,-16.30,7.04,,,,,,
5471,10/24/2022 09:05:27,20.56,-16.31,7.04,,,,,,
5472,10/24/2022 09:20:27,20.60,-16.34,7.04,,,,,,
5473,10/24/2022 09:35:27,20.67,-16.36,7.04,,,,,,
5474,10/24/2022 09:50:27,20.72,-16.38,7.04,,,,,,
5475,10/24/2022 10:05:27,20.77,-16.38,7.04,,,,,,
5476,10/24/2022 10:20:27,20.79,-16.39,7.04,,,,,,
5477,10/24/2022 10:35:27,20.94,-16.39,7.04,,,,,,
5478,10/24/2022 10:50:27,21.34,-16.41,7.04,,,,,,
5479,10/24/2022 11:05:27,21.75,-16.33,7.04,,,,,,
5480,10/24/2022 11:20:27,21.89,-16.30,7.04,,,,,,
5481,10/24/2022 11:35:27,22.03,-16.30,7.04,,,,,,
5482,10/24/2022 11:40:46,,,,Logged,,Logged,,,
5483,10/24/2022 11:40:48,,,,,Logged,,,,
5484,10/24/2022 11:41:01,,,,,,,Logged,,
5485,10/24/2022 11:47:59,,,,,,,,Logged,
5486,10/24/2022 11:50:27,21.99,113.08,4.74,,,,,,
5487,10/24/2022 11:53:14,,,,,,,Logged,,
5488,10/24/2022 12:05:27,21.44,136.41,4.32,,,,,,
5489,10/24/2022 12:08:20,,,,,,,,Logged,
5490,10/24/2022 12:11:47,,,,,,,,Logged,
5491,10/24/2022 12:20:27,21.75,-16.33,7.04,,,,,,
5492,10/24/2022 12:35:27,21.87,-19.23,7.09,,,,,,
5493,10/24/2022 12:50:27,21.89,-19.95,7.10,,,,,,
5494,10/24/2022 13:05:27,21.94,-20.56,7.11,,,,,,
5495,10/24/2022 13:20:27,22.01,-20.92,7.12,,,,,,
5496,10/24/2022 13:35:27,22.08,-21.11,7.12,,,,,,
5497,10/24/2022 13:50:27,22.08,-21.24,7.13,,,,,,
5498,10/24/2022 14:05:27,22.06,-21.41,7.13,,,,,,
5499,10/24/2022 14:20:27,22.03,-21.63,7.13,,,,,,
5500,10/24/2022 14:35:27,22.11,-21.77,7.14,,,,,,
5501,10/24/2022 14:50:27,22.15,-21.80,7.14,,,,,,
5502,10/24/2022 15:05:27,22.13,-21.81,7.14,,,,,,
5503,10/24/2022 15:20:27,22.08,-21.86,7.14,,,,,,
5504,10/24/2022 15:35:27,22.03,-21.84,7.14,,,,,,
5505,10/24/2022 15:50:27,21.99,-21.83,7.14,,,,,,
5506,10/24/2022 16:05:27,21.94,-21.81,7.14,,,,,,
5507,10/24/2022 16:20:27,21.89,-21.81,7.14,,,,,,
5508,10/24/2022 16:35:27,21.84,-21.83,7.14,,,,,,
5509,10/24/2022 16:50:27,21.80,-21.94,7.14,,,,,,
5510,10/24/2022 17:05:27,21.75,-21.99,7.14,,,,,,
5511,10/24/2022 17:20:27,21.72,-21.97,7.14,,,,,,
5512,10/24/2022 17:35:27,21.75,-21.86,7.14,,,,,,
5513,10/24/2022 17:50:27,21.75,-21.80,7.14,,,,,,
5514,10/24/2022 18:05:27,21.72,-21.77,7.14,,,,,,
5515,10/24/2022 18:20:27,21.70,-21.77,7.14,,,,,,
5516,10/24/2022 18:35:27,21.68,-21.77,7.14,,,,,,
5517,10/24/2022 18:50:27,21.70,-21.72,7.13,,,,,,
5518,10/24/2022 19:05:27,21.70,-21.72,7.13,,,,,,
5519,10/24/2022 19:20:27,21.65,-21.74,7.14,,,,,,
5520,10/24/2022 19:35:27,21.63,-21.78,7.14,,,,,,
5521,10/24/2022 19:50:27,21.60,-21.80,7.14,,,,,,
5522,10/24/2022 20:05:27,21.58,-21.80,7.14,,,,,,
5523,10/24/2022 20:20:27,21.63,-21.70,7.13,,,,,,
5524,10/24/2022 20:35:27,21.60,-21.70,7.13,,,,,,
5525,10/24/2022 20:50:27,21.58,-21.70,7.13,,,,,,
5526,10/24/2022 21:05:27,21.56,-21.70,7.13,,,,,,
5527,10/24/2022 21:20:27,21.53,-21.72,7.13,,,,,,
5528,10/24/2022 21:35:27,21.53,-21.67,7.13,,,,,,
5529,10/24/2022 21:50:27,21.56,-21.64,7.13,,,,,,
5530,10/24/2022 22:05:27,21.53,-21.64,7.13,,,,,,
5531,10/24/2022 22:20:27,21.51,-21.63,7.13,,,,,,
5532,10/24/2022 22:35:27,21.49,-21.59,7.13,,,,,,
5533,10/24/2022 22:50:27,21.49,-21.58,7.13,,,,,,
5534,10/24/2022 23:05:27,21.51,-21.53,7.13,,,,,,
5535,10/24/2022 23:20:27,21.51,-21.50,7.13,,,,,,
5536,10/24/2022 23:35:27,21.49,-21.49,7.13,,,,,,
5537,10/24/2022 23:50:27,21.46,-21.52,7.13,,,,,,
5538,10/25/2022 00:05:27,21.44,-21.45,7.13,,,,,,
5539,10/25/2022 00:20:27,21.44,-21.44,7.13,,,,,,
5540,10/25/2022 00:35:27,21.49,-21.39,7.13,,,,,,
5541,10/25/2022 00:50:27,21.46,-21.36,7.13,,,,,,
5542,10/25/2022 01:05:27,21.44,-21.42,7.13,,,,,,
5543,10/25/2022 01:20:27,21.41,-21.44,7.13,,,,,,
5544,10/25/2022 01:35:27,21.39,-21.38,7.13,,,,,,
5545,10/25/2022 01:50:27,21.41,-21.28,7.13,,,,,,
5546,10/25/2022 02:05:27,21.41,-21.20,7.13,,,,,,
5547,10/25/2022 02:20:27,21.39,-21.20,7.13,,,,,,
5548,10/25/2022 02:35:27,21.37,-21.22,7.13,,,,,,
5549,10/25/2022 02:50:27,21.37,-21.19,7.13,,,,,,
5550,10/25/2022 03:05:27,21.34,-21.14,7.12,,,,,,
5551,10/25/2022 03:20:27,21.37,-21.02,7.12,,,,,,
5552,10/25/2022 03:35:27,21.37,-21.02,7.12,,,,,,
5553,10/25/2022 03:50:27,21.34,-21.02,7.12,,,,,,
5554,10/25/2022 04:05:27,21.32,-20.99,7.12,,,,,,
5555,10/25/2022 04:20:27,21.29,-20.95,7.12,,,,,,
5556,10/25/2022 04:35:27,21.27,-20.92,7.12,,,,,,
5557,10/25/2022 04:50:27,21.32,-20.80,7.12,,,,,,
5558,10/25/2022 05:05:27,21.29,-20.80,7.12,,,,,,
5559,10/25/2022 05:20:27,21.29,-20.78,7.12,,,,,,
5560,10/25/2022 05:35:27,21.27,-20.74,7.12,,,,,,
5561,10/25/2022 05:50:27,21.25,-20.67,7.12,,,,,,
5562,10/25/2022 06:05:27,21.27,-20.59,7.12,,,,,,
5563,10/25/2022 06:20:27,21.29,-20.52,7.11,,,,,,
5564,10/25/2022 06:35:27,21.27,-20.50,7.11,,,,,,
5565,10/25/2022 06:50:27,21.27,-20.47,7.11,,,,,,
5566,10/25/2022 07:05:27,21.25,-20.41,7.11,,,,,,
5567,10/25/2022 07:20:27,21.25,-20.36,7.11,,,,,,
5568,10/25/2022 07:35:27,21.29,-20.23,7.11,,,,,,
5569,10/25/2022 07:50:27,21.32,-20.20,7.11,,,,,,
5570,10/25/2022 08:05:27,21.32,-20.17,7.11,,,,,,
5571,10/25/2022 08:20:27,21.29,-20.13,7.11,,,,,,
5572,10/25/2022 08:35:27,21.29,-20.08,7.11,,,,,,
5573,10/25/2022 08:50:27,21.29,-20.00,7.10,,,,,,
5574,10/25/2022 09:05:27,21.29,-19.92,7.10,,,,,,
5575,10/25/2022 09:20:27,21.29,-19.86,7.10,,,,,,
5576,10/25/2022 09:35:27,21.29,-19.80,7.10,,,,,,
5577,10/25/2022 09:50:27,21.29,-19.72,7.10,,,,,,
5578,10/25/2022 10:05:27,21.32,-19.66,7.10,,,,,,
5579,10/25/2022 10:20:27,21.32,-19.58,7.10,,,,,,
5580,10/25/2022 10:35:27,21.34,-19.52,7.10,,,,,,
5581,10/25/2022 10:50:27,21.37,-19.45,7.09,,,,,,
5582,10/25/2022 11:05:27,21.37,-19.39,7.09,,,,,,
5583,10/25/2022 11:20:27,21.39,-19.30,7.09,,,,,,
5584,10/25/2022 11:35:27,21.44,-19.23,7.09,,,,,,
5585,10/25/2022 11:50:27,21.44,-19.16,7.09,,,,,,
5586,10/25/2022 12:05:27,21.46,-19.09,7.09,,,,,,
5587,10/25/2022 12:20:27,21.46,-19.02,7.09,,,,,,
5588,10/25/2022 12:35:27,21.46,-18.95,7.09,,,,,,
5589,10/25/2022 12:50:27,21.49,-18.88,7.08,,,,,,
5590,10/25/2022 13:05:27,21.49,-18.80,7.08,,,,,,
5591,10/25/2022 13:20:27,21.49,-18.72,7.08,,,,,,
5592,10/25/2022 13:35:27,21.58,-18.64,7.08,,,,,,
5593,10/25/2022 13:50:27,21.63,-18.56,7.08,,,,,,
5594,10/25/2022 14:05:27,21.70,-18.48,7.08,,,,,,
5595,10/25/2022 14:20:27,21.75,-18.41,7.08,,,,,,
5596,10/25/2022 14:35:27,21.77,-18.33,7.07,,,,,,
5597,10/25/2022 14:50:27,21.84,-18.25,7.07,,,,,,
5598,10/25/2022 15:05:27,21.99,-18.16,7.07,,,,,,
5599,10/25/2022 15:20:27,22.08,-18.06,7.07,,,,,,
5600,10/25/2022 15:35:27,22.08,-17.98,7.07,,,,,,
5601,10/25/2022 15:50:27,22.08,-17.91,7.07,,,,,,
