#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Host Connected,Button Up,End of File
1295,09/10/2022 23:35:27,18.44,-69.42,7.99,,,,
1296,09/10/2022 23:50:27,18.44,-69.47,7.99,,,,
1297,09/11/2022 00:05:27,18.44,-69.35,7.99,,,,
1298,09/11/2022 00:20:27,18.44,-69.38,7.99,,,,
1299,09/11/2022 00:35:27,18.44,-69.05,7.99,,,,
1300,09/11/2022 00:50:27,18.37,-67.88,7.97,,,,
1301,09/11/2022 01:05:27,18.32,-66.91,7.95,,,,
1302,09/11/2022 01:20:27,18.32,-67.89,7.97,,,,
1303,09/11/2022 01:35:27,18.32,-67.88,7.97,,,,
1304,09/11/2022 01:50:27,18.34,-67.86,7.97,,,,
1305,09/11/2022 02:05:27,18.34,-67.52,7.96,,,,
1306,09/11/2022 02:20:27,18.34,-67.71,7.96,,,,
1307,09/11/2022 02:35:27,18.34,-67.77,7.96,,,,
1308,09/11/2022 02:50:27,18.34,-67.28,7.95,,,,
1309,09/11/2022 03:05:27,18.34,-67.16,7.95,,,,
1310,09/11/2022 03:20:27,18.34,-66.72,7.94,,,,
1311,09/11/2022 03:35:27,18.34,-66.69,7.94,,,,
1312,09/11/2022 03:50:27,18.37,-66.97,7.95,,,,
1313,09/11/2022 04:05:27,18.39,-65.78,7.93,,,,
1314,09/11/2022 04:20:27,18.39,-65.50,7.92,,,,
1315,09/11/2022 04:35:27,18.46,-65.77,7.93,,,,
1316,09/11/2022 04:50:27,18.51,-64.63,7.91,,,,
1317,09/11/2022 05:05:27,18.49,-60.81,7.84,,,,
1318,09/11/2022 05:20:27,18.53,-60.47,7.83,,,,
1319,09/11/2022 05:35:27,18.49,-52.69,7.69,,,,
1320,09/11/2022 05:50:27,18.32,-55.35,7.74,,,,
1321,09/11/2022 06:05:27,18.08,-54.88,7.73,,,,
1322,09/11/2022 06:20:27,17.91,-50.10,7.65,,,,
1323,09/11/2022 06:35:27,17.82,-49.08,7.63,,,,
1324,09/11/2022 06:50:27,17.82,-46.99,7.59,,,,
1325,09/11/2022 07:05:27,17.89,-44.53,7.55,,,,
1326,09/11/2022 07:20:27,18.03,-44.83,7.55,,,,
1327,09/11/2022 07:35:27,18.15,-39.16,7.45,,,,
1328,09/11/2022 07:50:27,18.46,-52.00,7.68,,,,
1329,09/11/2022 08:05:27,18.56,-59.11,7.81,,,,
1330,09/11/2022 08:20:27,18.58,-62.24,7.86,,,,
1331,09/11/2022 08:35:27,18.65,-63.30,7.88,,,,
1332,09/11/2022 08:50:27,18.65,-66.55,7.94,,,,
1333,09/11/2022 09:05:27,18.68,-67.63,7.96,,,,
1334,09/11/2022 09:20:27,18.68,-67.25,7.95,,,,
1335,09/11/2022 09:35:27,18.72,-67.53,7.96,,,,
1336,09/11/2022 09:50:27,18.77,-67.89,7.96,,,,
1337,09/11/2022 10:05:27,18.82,-67.91,7.96,,,,
1338,09/11/2022 10:20:27,18.87,-69.36,7.99,,,,
1339,09/11/2022 10:35:27,18.84,-69.31,7.99,,,,
1340,09/11/2022 10:50:27,18.89,-69.41,7.99,,,,
1341,09/11/2022 11:05:27,18.91,-68.85,7.98,,,,
1342,09/11/2022 11:20:27,18.96,-70.05,8.00,,,,
1343,09/11/2022 11:35:27,19.03,-70.46,8.01,,,,
1344,09/11/2022 11:50:27,19.03,-70.21,8.00,,,,
1345,09/11/2022 12:05:27,19.03,-70.36,8.01,,,,
1346,09/11/2022 12:20:27,19.06,-70.91,8.02,,,,
1347,09/11/2022 12:35:27,19.10,-70.61,8.01,,,,
1348,09/11/2022 12:50:27,19.10,-70.66,8.01,,,,
1349,09/11/2022 13:05:27,19.10,-71.24,8.02,,,,
1350,09/11/2022 13:20:27,19.13,-71.33,8.02,,,,
1351,09/11/2022 13:35:27,19.17,-71.06,8.02,,,,
1352,09/11/2022 13:50:27,19.17,-71.31,8.02,,,,
1353,09/11/2022 14:05:27,19.20,-71.60,8.03,,,,
1354,09/11/2022 14:20:27,19.22,-71.64,8.03,,,,
1355,09/11/2022 14:35:27,19.22,-71.85,8.03,,,,
1356,09/11/2022 14:50:27,19.25,-72.35,8.04,,,,
1357,09/11/2022 15:05:27,19.27,-72.60,8.05,,,,
1358,09/11/2022 15:20:27,19.32,-72.75,8.05,,,,
1359,09/11/2022 15:35:27,19.34,-72.89,8.05,,,,
1360,09/11/2022 15:50:27,19.39,-73.77,8.07,,,,
1361,09/11/2022 16:05:27,19.41,-74.28,8.08,,,,
1362,09/11/2022 16:20:27,19.48,-74.50,8.08,,,,
1363,09/11/2022 16:35:27,19.53,-73.38,8.06,,,,
1364,09/11/2022 16:50:27,19.53,-73.05,8.05,,,,
1365,09/11/2022 17:05:27,19.67,-71.19,8.02,,,,
1366,09/11/2022 17:20:27,19.86,-69.74,7.99,,,,
1367,09/11/2022 17:35:27,19.96,-71.11,8.02,,,,
1368,09/11/2022 17:50:27,20.08,-71.38,8.02,,,,
1369,09/11/2022 18:05:27,20.03,-68.58,7.97,,,,
1370,09/11/2022 18:20:27,19.84,-66.31,7.93,,,,
1371,09/11/2022 18:35:27,19.70,-63.63,7.88,,,,
1372,09/11/2022 18:50:27,19.58,-57.35,7.77,,,,
1373,09/11/2022 19:05:27,19.17,-48.24,7.61,,,,
1374,09/11/2022 19:20:27,19.03,-51.30,7.67,,,,
1375,09/11/2022 19:35:27,18.75,-54.06,7.72,,,,
1376,09/11/2022 19:50:27,19.13,-34.78,7.37,,,,
1377,09/11/2022 20:05:27,19.63,-65.61,7.92,,,,
1378,09/11/2022 20:20:27,19.67,-66.56,7.94,,,,
1379,09/11/2022 20:35:27,19.58,-67.36,7.95,,,,
1380,09/11/2022 20:50:27,19.53,-66.63,7.94,,,,
1381,09/11/2022 21:05:27,19.56,-67.81,7.96,,,,
1382,09/11/2022 21:20:27,19.53,-67.22,7.95,,,,
1383,09/11/2022 21:35:27,19.51,-66.83,7.94,,,,
1384,09/11/2022 21:50:27,19.48,-67.33,7.95,,,,
1385,09/11/2022 22:05:27,19.46,-67.55,7.96,,,,
1386,09/11/2022 22:20:27,19.44,-67.58,7.96,,,,
1387,09/11/2022 22:35:27,19.41,-67.47,7.95,,,,
1388,09/11/2022 22:50:27,19.39,-67.85,7.96,,,,
1389,09/11/2022 23:05:27,19.37,-67.99,7.96,,,,
1390,09/11/2022 23:20:27,19.34,-68.92,7.98,,,,
1391,09/11/2022 23:35:27,19.29,-68.24,7.97,,,,
1392,09/11/2022 23:50:27,19.20,-68.60,7.98,,,,
1393,09/12/2022 00:05:27,19.20,-68.72,7.98,,,,
1394,09/12/2022 00:20:27,19.17,-68.83,7.98,,,,
1395,09/12/2022 00:35:27,19.13,-69.25,7.99,,,,
1396,09/12/2022 00:50:27,19.10,-69.52,7.99,,,,
1397,09/12/2022 01:05:27,19.06,-70.46,8.01,,,,
1398,09/12/2022 01:20:27,19.06,-70.03,8.00,,,,
1399,09/12/2022 01:35:27,19.06,-69.92,8.00,,,,
1400,09/12/2022 01:50:27,19.06,-70.19,8.00,,,,
1401,09/12/2022 02:05:27,19.06,-69.88,8.00,,,,
1402,09/12/2022 02:20:27,19.03,-70.11,8.00,,,,
1403,09/12/2022 02:35:27,19.01,-70.53,8.01,,,,
1404,09/12/2022 02:50:27,18.98,-70.88,8.02,,,,
1405,09/12/2022 03:05:27,18.98,-70.71,8.01,,,,
1406,09/12/2022 03:20:27,18.98,-70.55,8.01,,,,
1407,09/12/2022 03:35:27,18.98,-70.61,8.01,,,,
1408,09/12/2022 03:50:27,18.98,-70.56,8.01,,,,
1409,09/12/2022 04:05:27,18.98,-70.63,8.01,,,,
1410,09/12/2022 04:20:27,18.98,-70.56,8.01,,,,
1411,09/12/2022 04:35:27,18.98,-70.33,8.01,,,,
1412,09/12/2022 04:50:27,18.98,-69.80,8.00,,,,
1413,09/12/2022 05:05:27,18.96,-68.81,7.98,,,,
1414,09/12/2022 05:20:27,18.94,-67.16,7.95,,,,
1415,09/12/2022 05:35:27,18.94,-63.89,7.89,,,,
1416,09/12/2022 05:50:27,18.94,-62.53,7.87,,,,
1417,09/12/2022 06:05:27,18.91,-61.69,7.85,,,,
1418,09/12/2022 06:20:27,18.91,-60.50,7.83,,,,
1419,09/12/2022 06:35:27,18.89,-55.06,7.73,,,,
1420,09/12/2022 06:50:27,18.89,-59.58,7.81,,,,
1421,09/12/2022 07:05:27,18.91,-55.91,7.75,,,,
1422,09/12/2022 07:20:27,18.96,-51.97,7.68,,,,
1423,09/12/2022 07:35:27,19.01,-48.60,7.62,,,,
1424,09/12/2022 07:50:27,19.06,-44.91,7.55,,,,
1425,09/12/2022 08:05:27,19.13,-41.69,7.49,,,,
1426,09/12/2022 08:20:27,19.17,-57.19,7.77,,,,
1427,09/12/2022 08:35:27,19.08,-60.28,7.83,,,,
1428,09/12/2022 08:50:27,19.08,-62.77,7.87,,,,
1429,09/12/2022 09:05:27,19.08,-65.30,7.92,,,,
1430,09/12/2022 09:20:27,19.10,-65.97,7.93,,,,
1431,09/12/2022 09:35:27,19.15,-66.83,7.94,,,,
1432,09/12/2022 09:50:27,19.20,-67.80,7.96,,,,
1433,09/12/2022 10:05:27,19.25,-67.85,7.96,,,,
1434,09/12/2022 10:20:27,19.27,-68.83,7.98,,,,
1435,09/12/2022 10:35:27,19.27,-69.08,7.98,,,,
1436,09/12/2022 10:50:27,19.27,-69.16,7.99,,,,
1437,09/12/2022 11:05:27,19.27,-69.31,7.99,,,,
1438,09/12/2022 11:20:27,19.29,-69.63,7.99,,,,
1439,09/12/2022 11:35:27,19.32,-69.94,8.00,,,,
1440,09/12/2022 11:50:27,19.34,-70.13,8.00,,,,
1441,09/12/2022 12:05:27,19.37,-70.36,8.01,,,,
1442,09/12/2022 12:20:27,19.37,-70.16,8.00,,,,
1443,09/12/2022 12:35:27,19.39,-70.52,8.01,,,,
1444,09/12/2022 12:50:27,19.41,-69.56,7.99,,,,
1445,09/12/2022 13:05:27,19.41,-69.49,7.99,,,,
1446,09/12/2022 13:20:27,19.41,-70.33,8.01,,,,
1447,09/12/2022 13:35:27,19.41,-70.78,8.01,,,,
1448,09/12/2022 13:50:27,19.41,-70.71,8.01,,,,
1449,09/12/2022 14:05:27,19.44,-70.69,8.01,,,,
1450,09/12/2022 14:20:27,19.48,-70.58,8.01,,,,
1451,09/12/2022 14:35:27,19.48,-70.66,8.01,,,,
1452,09/12/2022 14:50:27,19.48,-70.63,8.01,,,,
1453,09/12/2022 15:05:27,19.51,-70.86,8.01,,,,
1454,09/12/2022 15:20:27,19.51,-70.92,8.02,,,,
1455,09/12/2022 15:35:27,19.53,-70.60,8.01,,,,
1456,09/12/2022 15:50:27,19.56,-70.63,8.01,,,,
1457,09/12/2022 16:05:27,19.58,-70.80,8.01,,,,
1458,09/12/2022 16:20:27,19.63,-70.42,8.01,,,,
1459,09/12/2022 16:35:27,19.70,-69.91,8.00,,,,
1460,09/12/2022 16:50:27,19.79,-69.35,7.99,,,,
1461,09/12/2022 17:05:27,19.91,-68.24,7.97,,,,
1462,09/12/2022 17:20:27,19.98,-68.86,7.98,,,,
1463,09/12/2022 17:35:27,20.10,-68.72,7.97,,,,
1464,09/12/2022 17:50:27,20.15,-68.97,7.98,,,,
1465,09/12/2022 18:05:27,20.22,-68.97,7.98,,,,
1466,09/12/2022 18:20:27,20.32,-68.97,7.98,,,,
1467,09/12/2022 18:35:27,20.32,-68.21,7.96,,,,
1468,09/12/2022 18:50:27,20.32,-67.41,7.95,,,,
1469,09/12/2022 19:05:27,20.29,-64.55,7.90,,,,
1470,09/12/2022 19:20:27,20.20,-61.06,7.84,,,,
1471,09/12/2022 19:35:27,20.25,-61.31,7.84,,,,
1472,09/12/2022 19:50:27,20.25,-57.33,7.77,,,,
1473,09/12/2022 20:05:27,20.13,-36.39,7.40,,,,
1474,09/12/2022 20:20:27,20.03,-43.67,7.53,,,,
1475,09/12/2022 20:35:27,20.10,-61.96,7.85,,,,
1476,09/12/2022 20:50:27,20.17,-62.52,7.86,,,,
1477,09/12/2022 21:05:27,20.17,-64.53,7.90,,,,
1478,09/12/2022 21:20:27,20.20,-65.35,7.91,,,,
1479,09/12/2022 21:35:27,20.15,-65.88,7.92,,,,
1480,09/12/2022 21:50:27,20.10,-65.38,7.91,,,,
1481,09/12/2022 22:05:27,20.10,-64.85,7.91,,,,
1482,09/12/2022 22:20:27,20.10,-64.69,7.90,,,,
1483,09/12/2022 22:35:27,20.08,-64.66,7.90,,,,
1484,09/12/2022 22:50:27,20.06,-65.03,7.91,,,,
1485,09/12/2022 23:05:27,20.03,-64.22,7.89,,,,
1486,09/12/2022 23:20:27,20.01,-64.14,7.89,,,,
1487,09/12/2022 23:35:27,20.01,-62.60,7.87,,,,
1488,09/12/2022 23:50:27,19.98,-62.97,7.87,,,,
1489,09/13/2022 00:05:27,19.96,-65.13,7.91,,,,
1490,09/13/2022 00:20:27,19.96,-65.71,7.92,,,,
1491,09/13/2022 00:35:27,19.98,-66.17,7.93,,,,
1492,09/13/2022 00:50:27,20.03,-67.11,7.95,,,,
1493,09/13/2022 01:05:27,20.06,-67.13,7.95,,,,
1494,09/13/2022 01:20:27,20.06,-67.94,7.96,,,,
1495,09/13/2022 01:35:27,20.08,-66.94,7.94,,,,
1496,09/13/2022 01:50:27,20.08,-66.31,7.93,,,,
1497,09/13/2022 02:05:27,20.08,-65.39,7.92,,,,
1498,09/13/2022 02:20:27,20.06,-65.05,7.91,,,,
1499,09/13/2022 02:35:27,20.08,-66.11,7.93,,,,
1500,09/13/2022 02:50:27,20.10,-66.36,7.93,,,,
1501,09/13/2022 03:05:27,20.08,-66.10,7.93,,,,
1502,09/13/2022 03:20:27,20.06,-65.11,7.91,,,,
1503,09/13/2022 03:35:27,20.03,-64.92,7.91,,,,
1504,09/13/2022 03:50:27,20.03,-65.16,7.91,,,,
1505,09/13/2022 04:05:27,20.03,-64.66,7.90,,,,
1506,09/13/2022 04:20:27,20.06,-64.19,7.89,,,,
1507,09/13/2022 04:35:27,20.08,-64.25,7.89,,,,
1508,09/13/2022 04:50:27,20.08,-64.35,7.90,,,,
1509,09/13/2022 05:05:27,20.08,-63.75,7.89,,,,
1510,09/13/2022 05:20:27,20.10,-63.63,7.88,,,,
1511,09/13/2022 05:35:27,20.15,-64.03,7.89,,,,
1512,09/13/2022 05:50:27,20.22,-64.30,7.90,,,,
1513,09/13/2022 06:05:27,20.25,-64.24,7.89,,,,
1514,09/13/2022 06:20:27,20.25,-63.96,7.89,,,,
1515,09/13/2022 06:35:27,20.17,-61.20,7.84,,,,
1516,09/13/2022 06:50:27,20.15,-59.11,7.80,,,,
1517,09/13/2022 07:05:27,20.15,-56.94,7.76,,,,
1518,09/13/2022 07:20:27,20.17,-58.17,7.79,,,,
1519,09/13/2022 07:35:27,20.22,-55.24,7.73,,,,
1520,09/13/2022 07:50:27,20.36,-58.19,7.79,,,,
1521,09/13/2022 08:05:27,20.56,-51.39,7.66,,,,
1522,09/13/2022 08:20:27,20.67,-60.30,7.82,,,,
1523,09/13/2022 08:35:27,20.96,-64.22,7.89,,,,
1524,09/13/2022 08:50:27,20.84,-62.19,7.86,,,,
1525,09/13/2022 09:05:27,20.75,-63.11,7.87,,,,
1526,09/13/2022 09:20:27,20.72,-63.02,7.87,,,,
1527,09/13/2022 09:35:27,20.65,-65.77,7.92,,,,
1528,09/13/2022 09:50:27,20.63,-66.38,7.93,,,,
1529,09/13/2022 10:05:27,20.63,-67.80,7.96,,,,
1530,09/13/2022 10:20:27,20.63,-68.17,7.96,,,,
1531,09/13/2022 10:35:27,20.60,-67.19,7.95,,,,
1532,09/13/2022 10:50:27,20.60,-66.94,7.94,,,,
1533,09/13/2022 11:05:27,20.60,-68.31,7.97,,,,
1534,09/13/2022 11:20:27,20.60,-66.44,7.93,,,,
1535,09/13/2022 11:35:27,20.58,-66.91,7.94,,,,
1536,09/13/2022 11:50:27,20.58,-66.74,7.94,,,,
1537,09/13/2022 12:05:27,20.56,-65.38,7.91,,,,
1538,09/13/2022 12:20:27,20.56,-65.74,7.92,,,,
1539,09/13/2022 12:35:27,20.56,-67.14,7.95,,,,
1540,09/13/2022 12:50:27,20.56,-68.30,7.97,,,,
1541,09/13/2022 13:05:27,20.53,-68.89,7.98,,,,
1542,09/13/2022 13:20:27,20.56,-69.08,7.98,,,,
1543,09/13/2022 13:35:27,20.58,-69.08,7.98,,,,
1544,09/13/2022 13:50:27,20.63,-69.99,8.00,,,,
1545,09/13/2022 14:05:27,20.65,-70.39,8.00,,,,
1546,09/13/2022 14:20:27,20.65,-70.52,8.00,,,,
1547,09/13/2022 14:35:27,20.65,-70.53,8.01,,,,
1548,09/13/2022 14:50:27,20.67,-70.99,8.01,,,,
1549,09/13/2022 15:05:27,20.70,-71.80,8.03,,,,
1550,09/13/2022 15:20:27,20.72,-72.10,8.03,,,,
1551,09/13/2022 15:35:27,20.75,-72.16,8.03,,,,
1552,09/13/2022 15:50:27,20.79,-72.53,8.04,,,,
1553,09/13/2022 16:05:27,20.82,-72.46,8.04,,,,
1554,09/13/2022 16:20:27,20.82,-72.53,8.04,,,,
1555,09/13/2022 16:35:27,20.82,-72.55,8.04,,,,
1556,09/13/2022 16:50:27,20.84,-72.78,8.04,,,,
1557,09/13/2022 17:05:27,20.84,-72.72,8.04,,,,
1558,09/13/2022 17:20:27,20.86,-72.33,8.04,,,,
1559,09/13/2022 17:35:27,20.89,-72.14,8.03,,,,
1560,09/13/2022 17:50:27,20.94,-72.38,8.04,,,,
1561,09/13/2022 18:05:27,20.96,-72.27,8.03,,,,
1562,09/13/2022 18:20:27,20.96,-72.28,8.04,,,,
1563,09/13/2022 18:35:27,20.98,-72.27,8.03,,,,
1564,09/13/2022 18:50:27,20.96,-71.99,8.03,,,,
1565,09/13/2022 19:05:27,20.96,-71.31,8.02,,,,
1566,09/13/2022 19:20:27,20.91,-70.56,8.00,,,,
1567,09/13/2022 19:35:27,20.84,-69.52,7.99,,,,
1568,09/13/2022 19:50:27,20.79,-68.74,7.97,,,,
1569,09/13/2022 20:05:27,20.79,-64.19,7.89,,,,
1570,09/13/2022 20:20:27,20.75,-64.61,7.90,,,,
1571,09/13/2022 20:35:27,20.72,-58.77,7.80,,,,
1572,09/13/2022 20:50:27,20.70,-56.97,7.76,,,,
1573,09/13/2022 21:05:27,20.65,-41.16,7.48,,,,
1574,09/13/2022 21:20:27,20.77,-61.24,7.84,,,,
1575,09/13/2022 21:35:27,20.79,-60.95,7.83,,,,
1576,09/13/2022 21:50:27,20.82,-65.00,7.91,,,,
1577,09/13/2022 22:05:27,20.82,-65.80,7.92,,,,
1578,09/13/2022 22:20:27,20.82,-66.25,7.93,,,,
1579,09/13/2022 22:35:27,20.84,-66.39,7.93,,,,
1580,09/13/2022 22:50:27,20.82,-66.21,7.93,,,,
1581,09/13/2022 23:05:27,20.84,-67.22,7.95,,,,
1582,09/13/2022 23:20:27,20.82,-67.30,7.95,,,,
1583,09/13/2022 23:35:27,20.82,-67.88,7.96,,,,
1584,09/13/2022 23:50:27,20.82,-67.83,7.96,,,,
1585,09/14/2022 00:05:27,20.82,-67.97,7.96,,,,
1586,09/14/2022 00:20:27,20.82,-68.28,7.96,,,,
1587,09/14/2022 00:35:27,20.82,-68.05,7.96,,,,
1588,09/14/2022 00:50:27,20.82,-67.38,7.95,,,,
1589,09/14/2022 01:05:27,20.82,-67.16,7.94,,,,
1590,09/14/2022 01:20:27,20.79,-66.39,7.93,,,,
1591,09/14/2022 01:35:27,20.79,-66.41,7.93,,,,
1592,09/14/2022 01:50:27,20.79,-66.13,7.93,,,,
1593,09/14/2022 02:05:27,20.79,-66.28,7.93,,,,
1594,09/14/2022 02:20:27,20.79,-66.17,7.93,,,,
1595,09/14/2022 02:35:27,20.77,-67.39,7.95,,,,
1596,09/14/2022 02:50:27,20.77,-67.25,7.95,,,,
1597,09/14/2022 03:05:27,20.77,-66.52,7.93,,,,
1598,09/14/2022 03:20:27,20.77,-67.17,7.94,,,,
1599,09/14/2022 03:35:27,20.75,-67.25,7.95,,,,
1600,09/14/2022 03:50:27,20.75,-66.61,7.93,,,,
1601,09/14/2022 04:05:27,20.72,-65.33,7.91,,,,
1602,09/14/2022 04:20:27,20.70,-65.14,7.91,,,,
1603,09/14/2022 04:35:27,20.67,-64.75,7.90,,,,
1604,09/14/2022 04:50:27,20.63,-65.30,7.91,,,,
1605,09/14/2022 05:05:27,20.60,-65.16,7.91,,,,
1606,09/14/2022 05:20:27,20.58,-64.96,7.91,,,,
1607,09/14/2022 05:35:27,20.56,-65.13,7.91,,,,
1608,09/14/2022 05:50:27,20.51,-65.06,7.91,,,,
1609,09/14/2022 06:05:27,20.48,-64.66,7.90,,,,
1610,09/14/2022 06:20:27,20.46,-64.16,7.89,,,,
1611,09/14/2022 06:35:27,20.41,-63.38,7.88,,,,
1612,09/14/2022 06:50:27,20.34,-62.52,7.86,,,,
1613,09/14/2022 07:05:27,20.27,-61.05,7.84,,,,
1614,09/14/2022 07:20:27,20.17,-60.27,7.82,,,,
1615,09/14/2022 07:35:27,20.08,-59.91,7.82,,,,
1616,09/14/2022 07:50:27,19.91,-57.97,7.78,,,,
1617,09/14/2022 08:05:27,19.72,-54.92,7.73,,,,
1618,09/14/2022 08:20:27,19.70,-55.74,7.74,,,,
1619,09/14/2022 08:35:27,19.84,-70.88,8.01,,,,
1620,09/14/2022 08:50:27,20.13,-70.61,8.01,,,,
1621,09/14/2022 09:05:27,20.25,-71.14,8.02,,,,
1622,09/14/2022 09:20:27,20.29,-75.35,8.09,,,,
1623,09/14/2022 09:35:27,20.32,-71.16,8.02,,,,
1624,09/14/2022 09:50:27,20.46,-71.94,8.03,,,,
1625,09/14/2022 10:05:27,20.53,-72.63,8.04,,,,
1626,09/14/2022 10:20:27,20.56,-72.06,8.03,,,,
1627,09/14/2022 10:35:27,20.58,-72.92,8.05,,,,
1628,09/14/2022 10:50:27,20.67,-74.36,8.07,,,,
1629,09/14/2022 11:05:27,20.67,-73.64,8.06,,,,
1630,09/14/2022 11:20:27,20.70,-73.49,8.06,,,,
1631,09/14/2022 11:35:27,20.77,-72.69,8.04,,,,
1632,09/14/2022 11:50:27,20.79,-72.94,8.05,,,,
1633,09/14/2022 12:05:27,20.79,-72.89,8.05,,,,
1634,09/14/2022 12:20:27,20.82,-72.77,8.04,,,,
1635,09/14/2022 12:35:27,20.84,-72.85,8.05,,,,
1636,09/14/2022 12:50:27,20.89,-73.31,8.05,,,,
1637,09/14/2022 13:05:27,20.91,-73.49,8.06,,,,
1638,09/14/2022 13:20:27,20.94,-73.64,8.06,,,,
1639,09/14/2022 13:35:27,20.94,-73.60,8.06,,,,
1640,09/14/2022 13:50:27,20.94,-73.31,8.05,,,,
1641,09/14/2022 14:05:27,20.94,-73.36,8.05,,,,
1642,09/14/2022 14:20:27,20.96,-73.39,8.05,,,,
1643,09/14/2022 14:35:27,20.98,-73.91,8.06,,,,
1644,09/14/2022 14:50:27,21.01,-74.42,8.07,,,,
1645,09/14/2022 15:05:27,21.03,-75.11,8.09,,,,
1646,09/14/2022 15:20:27,21.08,-76.14,8.10,,,,
1647,09/14/2022 15:35:27,21.10,-76.53,8.11,,,,
1648,09/14/2022 15:50:27,21.13,-77.03,8.12,,,,
1649,09/14/2022 16:05:27,21.15,-77.16,8.12,,,,
1650,09/14/2022 16:20:27,21.20,-77.94,8.14,,,,
1651,09/14/2022 16:35:27,21.22,-78.60,8.15,,,,
1652,09/14/2022 16:50:27,21.25,-78.49,8.14,,,,
1653,09/14/2022 17:05:27,21.29,-78.46,8.14,,,,
1654,09/14/2022 17:20:27,21.29,-78.49,8.14,,,,
1655,09/14/2022 17:35:27,21.29,-78.41,8.14,,,,
1656,09/14/2022 17:50:27,21.29,-78.74,8.15,,,,
1657,09/14/2022 18:05:27,21.32,-79.10,8.16,,,,
1658,09/14/2022 18:20:27,21.34,-79.38,8.16,,,,
1659,09/14/2022 18:35:27,21.32,-79.75,8.17,,,,
1660,09/14/2022 18:50:27,21.32,-80.33,8.18,,,,
1661,09/14/2022 19:05:27,21.29,-80.38,8.18,,,,
1662,09/14/2022 19:20:27,21.27,-80.53,8.18,,,,
1663,09/14/2022 19:35:27,21.25,-80.67,8.18,,,,
1664,09/14/2022 19:50:27,21.17,-79.83,8.17,,,,
1665,09/14/2022 20:05:27,21.08,-77.83,8.13,,,,
1666,09/14/2022 20:20:27,20.98,-73.50,8.06,,,,
1667,09/14/2022 20:35:27,20.72,-63.49,7.88,,,,
1668,09/14/2022 20:50:27,20.13,-43.78,7.53,,,,
1669,09/14/2022 21:05:27,19.72,-32.27,7.32,,,,
1670,09/14/2022 21:20:27,19.44,-31.74,7.32,,,,
1671,09/14/2022 21:35:27,19.22,-33.55,7.35,,,,
1672,09/14/2022 21:50:27,19.86,-61.74,7.85,,,,
1673,09/14/2022 22:05:27,20.27,-71.41,8.02,,,,
1674,09/14/2022 22:20:27,20.41,-69.67,7.99,,,,
1675,09/14/2022 22:35:27,20.44,-72.72,8.04,,,,
1676,09/14/2022 22:50:27,20.51,-73.41,8.06,,,,
1677,09/14/2022 23:05:27,20.56,-73.60,8.06,,,,
1678,09/14/2022 23:20:27,20.63,-73.60,8.06,,,,
1679,09/14/2022 23:35:27,20.63,-72.41,8.04,,,,
1680,09/14/2022 23:50:27,20.60,-72.05,8.03,,,,
1681,09/15/2022 00:05:27,20.63,-71.44,8.02,,,,
1682,09/15/2022 00:20:27,20.65,-71.63,8.02,,,,
1683,09/15/2022 00:35:27,20.56,-71.31,8.02,,,,
1684,09/15/2022 00:50:27,20.53,-70.52,8.01,,,,
1685,09/15/2022 01:05:27,20.51,-70.47,8.00,,,,
1686,09/15/2022 01:20:27,20.48,-70.72,8.01,,,,
1687,09/15/2022 01:35:27,20.48,-69.78,7.99,,,,
1688,09/15/2022 01:50:27,20.44,-69.94,8.00,,,,
1689,09/15/2022 02:05:27,20.41,-69.66,7.99,,,,
1690,09/15/2022 02:20:27,20.39,-70.21,8.00,,,,
1691,09/15/2022 02:35:27,20.34,-70.36,8.00,,,,
1692,09/15/2022 02:50:27,20.32,-68.99,7.98,,,,
1693,09/15/2022 03:05:27,20.27,-70.16,8.00,,,,
1694,09/15/2022 03:20:27,20.27,-68.85,7.98,,,,
1695,09/15/2022 03:35:27,20.27,-68.92,7.98,,,,
1696,09/15/2022 03:50:27,20.27,-69.13,7.98,,,,
1697,09/15/2022 04:05:27,20.25,-68.75,7.97,,,,
1698,09/15/2022 04:20:27,20.25,-67.02,7.94,,,,
1699,09/15/2022 04:35:27,20.22,-67.78,7.96,,,,
1700,09/15/2022 04:50:27,20.17,-67.47,7.95,,,,
1701,09/15/2022 05:05:27,20.15,-67.50,7.95,,,,
1702,09/15/2022 05:20:27,20.13,-67.08,7.95,,,,
1703,09/15/2022 05:35:27,20.08,-67.28,7.95,,,,
1704,09/15/2022 05:50:27,20.03,-66.72,7.94,,,,
1705,09/15/2022 06:05:27,19.91,-66.02,7.93,,,,
1706,09/15/2022 06:20:27,19.82,-65.22,7.91,,,,
1707,09/15/2022 06:35:27,19.77,-64.89,7.91,,,,
1708,09/15/2022 06:50:27,19.70,-64.41,7.90,,,,
1709,09/15/2022 07:05:27,19.65,-63.99,7.89,,,,
1710,09/15/2022 07:20:27,19.60,-63.75,7.89,,,,
1711,09/15/2022 07:35:27,19.53,-64.21,7.90,,,,
1712,09/15/2022 07:50:27,19.46,-64.39,7.90,,,,
1713,09/15/2022 08:05:27,19.37,-64.30,7.90,,,,
1714,09/15/2022 08:20:27,19.25,-64.49,7.90,,,,
1715,09/15/2022 08:35:27,19.10,-63.56,7.89,,,,
